ARO Accession,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name
3006750,PDC-38,PDC-38,WP_022580963.1,NG_049910.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-38
3006751,PDC-381,PDC-381,WP_148044467.1,NG_065933.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-381
3006752,PDC-382,PDC-382,WP_148044468.1,NG_065934.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-382
3006753,PDC-383,PDC-383,WP_148044469.1,NG_065935.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-383
3006754,PDC-385,PDC-385,WP_150823492.1,NG_066541.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-385
3006755,PDC-386,PDC-386,WP_150823493.1,NG_066542.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-386
3006756,PDC-387,PDC-387,WP_152315506.1,NG_066756.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-387
3006757,PDC-388,PDC-388,WP_152315507.1,NG_066757.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-388
3006758,PDC-389,PDC-389,WP_164461293.1,NG_068029.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-389
3006759,PDC-39,PDC-39,WP_023091031.1,NG_049911.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-39
3006760,PDC-390,PDC-390,WP_164461294.1,NG_068030.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-390
3006761,PDC-391,PDC-391,WP_164461295.1,NG_068031.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-391
3006762,PDC-392,PDC-392,WP_164461296.1,NG_068032.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-392
3006763,PDC-394,PDC-394,WP_164461298.1,NG_068034.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-394
3006764,PDC-395,PDC-395,WP_164461299.1,NG_068035.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-395
3006765,PDC-396,PDC-396,WP_164461300.1,NG_068036.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-396
3006766,PDC-397,PDC-397,WP_164461301.1,NG_068037.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-397
3006767,PDC-398,PDC-398,WP_168247885.1,NG_068186.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-398
3006768,PDC-399,PDC-399,WP_168247886.1,NG_068187.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-399
3006769,PDC-40,PDC-40,WP_063864581.1,NG_049913.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-40
3006770,PDC-400,PDC-400,WP_168247887.1,NG_068188.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-400
3006771,PDC-401,PDC-401,WP_168247888.1,NG_068189.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-401
3006772,PDC-402,PDC-402,WP_134265631.1,NG_068190.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-402
3006773,PDC-403,PDC-403,WP_168247889.1,NG_068191.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-403
3006774,PDC-404,PDC-404,WP_168247890.1,NG_068192.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-404
3006775,PDC-405,PDC-405,WP_168247891.1,NG_068193.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-405
3006776,PDC-406,PDC-406,WP_168247892.1,NG_068194.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-406
3006777,PDC-407,PDC-407,WP_124187209.1,NG_068195.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-407
3006778,PDC-408,PDC-408,WP_134450540.1,NG_068196.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-408
3006779,PDC-409,PDC-409,WP_168247893.1,NG_068197.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-409
3006780,PDC-410,PDC-410,WP_168247894.1,NG_068198.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-410
3006781,PDC-411,PDC-411,WP_168247895.1,NG_068199.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-411
3006782,PDC-412,PDC-412,WP_168247896.1,NG_068200.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-412
3006783,PDC-414,PDC-414,WP_168247898.1,NG_068202.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-414
3006784,PDC-415,PDC-415,WP_168247899.1,NG_068203.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-415
3006785,PDC-416,PDC-416,WP_168247900.1,NG_068204.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-416
3006786,PDC-417,PDC-417,WP_168247901.1,NG_068205.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-417
3006787,PDC-418,PDC-418,WP_168247902.1,NG_068206.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-418
3006788,PDC-419,PDC-419,WP_168247903.1,NG_068207.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-419
3006789,PDC-42,PDC-42,WP_063864582.1,NG_049915.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-42
3006790,PDC-420,PDC-420,WP_168247904.1,NG_068208.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-420
3006791,PDC-421,PDC-421,WP_168247905.1,NG_068209.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-421
3006792,PDC-422,PDC-422,WP_179284354.1,NG_070188.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-422
3006793,PDC-423,PDC-423,WP_134600670.1,NG_070189.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-423
3006794,PDC-424,PDC-424,WP_179284357.1,NG_070190.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-424
3006795,PDC-425,PDC-425,WP_179284360.1,NG_070191.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-425
3006796,PDC-426,PDC-426,WP_179284362.1,NG_070192.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-426
3006797,PDC-427,PDC-427,WP_179284365.1,NG_070193.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-427
3006798,PDC-428,PDC-428,WP_179284368.1,NG_070194.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-428
3006799,PDC-430,PDC-430,WP_179284371.1,NG_070196.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-430
3006800,PDC-431,PDC-431,WP_023118898.1,NG_070197.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-431
3006801,PDC-432,PDC-432,WP_179284372.1,NG_070198.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-432
3006802,PDC-433,PDC-433,WP_133452685.1,NG_070199.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-433
3006803,PDC-434,PDC-434,WP_179284373.1,NG_070200.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-434
3006804,PDC-435,PDC-435,WP_179284374.1,NG_070201.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-435
3006805,PDC-436,PDC-436,WP_179284375.1,NG_070202.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-436
3006806,PDC-437,PDC-437,WP_179284376.1,NG_070203.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-437
3006807,PDC-439,PDC-439,WP_179284378.1,NG_070205.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-439
3006808,PDC-440,PDC-440,WP_179284379.1,NG_070206.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-440
3006809,PDC-441,PDC-441,WP_179284380.1,NG_070207.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-441
3006810,PDC-442,PDC-442,WP_049305288.1,NG_070208.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-442
3006811,PDC-443,PDC-443,WP_132710363.1,NG_070209.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-443
3006812,PDC-444,PDC-444,WP_179284381.1,NG_070210.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-444
3006813,PDC-445,PDC-445,WP_179284382.1,NG_070211.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-445
3006814,PDC-446,PDC-446,WP_179284383.1,NG_070212.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-446
3006815,PDC-447,PDC-447,WP_179284384.1,NG_070213.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-447
3006816,PDC-448,PDC-448,WP_179284385.1,NG_070214.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-448
3006817,PDC-450,PDC-450,WP_179284387.1,NG_070216.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-450
3006818,PDC-451,PDC-451,WP_179284388.1,NG_070217.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-451
3006819,PDC-452,PDC-452,WP_179284389.1,NG_070218.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-452
3006820,PDC-453,PDC-453,WP_179945705.1,NG_070227.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-453
3006821,PDC-454,PDC-454,WP_141563014.1,NG_070228.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-454
3006822,PDC-455,PDC-455,WP_058135553.1,NG_070229.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-455
3006823,PDC-456,PDC-456,WP_188331879.1,NG_070751.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-456
3006824,PDC-457,PDC-457,WP_094954583.1,NG_070752.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-457
3006825,PDC-458,PDC-458,WP_197749407.1,NG_071216.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-458
3006826,PDC-459,PDC-459,WP_197749408.1,NG_071217.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-459
3006827,PDC-46,PDC-46,WP_043083525.1,NG_049919.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-46
3006828,PDC-460,PDC-460,WP_197749409.1,NG_071218.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-460
3006829,PDC-462,PDC-462,WP_197749411.1,NG_071220.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-462
3006830,PDC-463,PDC-463,WP_197749412.1,NG_071221.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-463
3006831,PDC-465,PDC-465,WP_197749414.1,NG_071223.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-465
3006832,PDC-466,PDC-466,WP_197749415.1,NG_071224.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-466
3006833,PDC-467,PDC-467,WP_204376240.1,NG_073478.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-467
3006834,PDC-468,PDC-468,WP_204376241.1,NG_073479.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-468
3006835,PDC-469,PDC-469,WP_204376242.1,NG_073480.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-469
3006836,PDC-470,PDC-470,WP_204376243.1,NG_073481.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-470
3006837,PDC-471,PDC-471,WP_204376244.1,NG_073482.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-471
3006838,PDC-472,PDC-472,WP_204376245.1,NG_073483.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-472
3006839,PDC-473,PDC-473,WP_204378708.1,NG_073489.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-473
3006840,PDC-474,PDC-474,WP_204378709.1,NG_073490.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-474
3006841,PDC-475,PDC-475,WP_204378710.1,NG_073491.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-475
3006842,PDC-476,PDC-476,WP_204378711.1,NG_073492.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-476
3006843,PDC-58,PDC-58,WP_063864583.1,NG_049932.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-58
3006844,PDC-60,PDC-60,WP_043089496.1,NG_049935.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-60
3006845,PDC-64,PDC-64,WP_043104614.1,NG_049939.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-64
3006846,PDC-71,PDC-71,WP_031630420.1,NG_049947.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-71
3006847,PDC-94,PDC-94,WP_063864586.1,NG_049951.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-94
3006848,PDC-95,PDC-95,WP_063864587.1,NG_049952.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-95
3006849,PDC-96,PDC-96,WP_063864588.1,NG_049953.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-96
3006850,PDC-97,PDC-97,WP_061196139.1,NG_049954.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-97
3006851,PDC-98,PDC-98,WP_023913271.1,NG_049955.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-98
3006852,PDC-99,PDC-99,WP_063864589.1,NG_049956.1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam,antibiotic inactivation,PDC-99
3006131,PER-10,PER-10,WP_001100752.1,NG_059319.1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem,antibiotic inactivation,PER-10
3006132,PER-11,PER-11,WP_104009831.1,NG_056387.1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem,antibiotic inactivation,PER-11
3006133,PER-12,PER-12,WP_096865225.1,NG_059335.1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem,antibiotic inactivation,PER-12
3006134,PER-13,PER-13,WP_136512105.1,NG_064782.1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem,antibiotic inactivation,PER-13
3006135,PER-14,PER-14,WP_156404659.1,NG_067159.1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem,antibiotic inactivation,PER-14
3006136,PER-15,PER-15,WP_168247906.1,NG_068210.1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem,antibiotic inactivation,PER-15
3006137,PER-16,PER-16,WP_202089433.1,NG_073484.1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem,antibiotic inactivation,PER-16
3003184,PER-8,PER-8,WP_063864596.1,NG_049967.1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem,antibiotic inactivation,PER-8
3006138,PER-9,PER-9,WP_063864597.1,NG_049968.1,PER beta-lactamase,carbapenem;cephalosporin;monobactam;penam;penem,antibiotic inactivation,PER-9
3006965,PFM-1,PFM-1,WP_148044470.1,NG_065936.1,PFM beta-lactamase,carbapenem,antibiotic inactivation,PFM-1
3006966,PFM-2,PFM-2,WP_057012521.1,NG_067160.1,PFM beta-lactamase,carbapenem,antibiotic inactivation,PFM-2
3006967,PFM-3,PFM-3,WP_156404660.1,NG_067161.1,PFM beta-lactamase,carbapenem,antibiotic inactivation,PFM-3
3006968,PLA-1,PLA-1,WP_032699754.1,NG_049969.1,PLA beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,PLA-1
3006969,PLA-2a,PLA-2a,WP_047664983.1,NG_049970.1,PLA beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,PLA-2a
3006970,PLA-3,PLA-3,WP_032696109.1,NG_049971.1,PLA beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,PLA-3
3006971,PLA-6,PLA-6,WP_063864598.1,NG_049972.1,PLA beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,PLA-6
3006972,PLN-1,PLN-1,WP_041884311.1,NG_055471.1,PLN beta-lactamase,carbapenem,antibiotic inactivation,PLN-1
3006973,PME-1,PME-1,WP_063864599.1,NG_049973.1,PME beta-lactamase,carbapenem,antibiotic inactivation,PME-1
3006974,POM-1,POM-1,WP_044403015.1,NG_049974.1,POM beta-lactamase,carbapenem,antibiotic inactivation,POM-1
3006975,POM-2,POM-2,WP_140423326.1,NG_065446.1,POM beta-lactamase,carbapenem,antibiotic inactivation,POM-2
3006976,PST-1,PST-1,WP_043942497.1,NG_057439.1,PST beta-lactamase,carbapenem,antibiotic inactivation,PST-1
3006977,PST-2,PST-2,WP_150823494.1,NG_066543.1,PST beta-lactamase,carbapenem,antibiotic inactivation,PST-2
3006978,PSV-1,PSV-1,WP_075226241.1,NG_052626.1,PSV beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,PSV-1
3006979,RAHN-1,RAHN-1,WP_063864600.1,NG_049975.1,RAHN beta-lactamase,cephalosporin,antibiotic inactivation,RAHN-1
3006980,RAHN-2,RAHN-2,WP_063864601.1,NG_049976.1,RAHN beta-lactamase,cephalosporin,antibiotic inactivation,RAHN-2
3006981,RSA2-1,RSA2-1,WP_128268281.1,NG_063889.1,RSA2 beta-lactamase,carbapenem,antibiotic inactivation,RSA2-1
3006982,RSD2-1,RSD2-1,WP_128268284.1,NG_063892.1,RSD2 beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,RSD2-1
3006983,RSD2-2,RSD2-2,WP_128268285.1,NG_063893.1,RSD2 beta-lactamase,carbapenem;cephalosporin,antibiotic inactivation,RSD2-2
3006984,RUB-1,RUB-1,WP_072186106.1,NG_054671.1,RUB beta-lactamase,cephalosporin,antibiotic inactivation,RUB-1
3006985,SFC-1,SFC-1,WP_024531321.1,NG_049980.1,SFC beta-lactamase,carbapenem,antibiotic inactivation,SFC-1
3006986,SFO-1,SFO-1,WP_032489477.1,NG_049982.1,SFO beta-lactamase,carbapenem,antibiotic inactivation,SFO-1
3006987,SGM-1,SGM-1,WP_009821475.1,NG_049983.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-1
3006988,SGM-2,SGM-2,WP_041385949.1,NG_049984.2,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-2
3006989,SGM-3,SGM-3,WP_007688792.1,NG_052647.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-3
3006990,SGM-4,SGM-4,WP_013846594.1,NG_049986.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-4
3006991,SGM-5,SGM-5,WP_007708339.1,NG_049987.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-5
3006992,SGM-6,SGM-6,WP_004207704.1,NG_049988.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-6
3006993,SGM-7,SGM-7,WP_010337133.1,NG_050614.1,SGM beta-lactamase,carbapenem,antibiotic inactivation,SGM-7
3006994,SHN-1,SHN-1,WP_011497575.1,NG_059313.1,SHN beta-lactamase,carbapenem,antibiotic inactivation,SHN-1
3001164,SHV-115,SHV-115,WP_156404661.1,NG_067162.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-115
3001165,SHV-116,SHV-116,WP_117062210.1,NG_068211.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-116
3001341,SHV-132,SHV-132,WP_063864620.1,NG_050009.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-132
3001346,SHV-146,SHV-146,WP_063864631.1,NG_050020.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-146
3001355,SHV-171,SHV-171,WP_070984444.1,NG_068212.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-171
3003590,SHV-190,SHV-190,WP_063864666.1,NG_050056.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-190
3003591,SHV-191,SHV-191,WP_063864667.1,NG_050057.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-191
3005494,SIM-2,SIM-2,WP_063864722.1,NG_050132.1,SIM beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SIM-2
3006995,SPN79-1,SPN79-1,WP_122630830.1,NG_062234.1,SPN79 beta-lactamase,carbapenem,antibiotic inactivation,SPN79-1
3006996,SPR-1,SPR-1,WP_012145975.1,NG_052102.1,SPR beta-lactamase,carbapenem,antibiotic inactivation,SPR-1
3006997,SPS-1,SPS-1,WP_013255389.1,NG_059316.1,SPS beta-lactamase,carbapenem,antibiotic inactivation,SPS-1
